ID,answer
TG_C_J_20230319,0.0
TG_C_J_20230320,11074.7
TG_C_J_20230321,12938.82
TG_C_J_20230322,12384.63
TG_C_J_20230323,13678.46
TG_C_J_20230324,11062.06
TG_C_J_20230325,10506.68
TG_C_J_20230326,0.0
TG_C_J_20230327,10574.03
TG_C_J_20230328,10714.95
TG_C_J_20230329,10244.5
TG_C_J_20230330,10152.69
TG_C_J_20230331,9626.06
TG_C_S_20230304,7578.08
TG_C_S_20230305,0.0
TG_C_S_20230306,8874.9
TG_C_S_20230307,8871.85
TG_C_S_20230308,8867.24
TG_C_S_20230309,9100.03
TG_C_S_20230310,8382.58
TG_C_S_20230311,7382.36
TG_C_S_20230312,0.0
TG_C_S_20230313,9052.77
TG_C_S_20230314,9079.19
TG_C_S_20230315,8869.61
TG_C_S_20230316,8745.66
TG_C_S_20230317,8647.47
TG_C_S_20230318,7071.34
TG_C_S_20230319,0.0
TG_C_S_20230320,8396.33
TG_C_S_20230321,8425.0
TG_C_S_20230322,7788.28
TG_C_S_20230323,7957.24
TG_C_S_20230324,7347.65
TG_C_S_20230325,6154.66
TG_C_S_20230326,0.0
TG_C_S_20230327,6292.3
TG_C_S_20230328,6919.33
TG_C_S_20230329,7136.36
TG_C_S_20230330,7026.67
TG_C_S_20230331,7111.58
TG_D_J_20230304,5402.43
TG_D_J_20230305,0.0
TG_D_J_20230306,1635.03
TG_D_J_20230307,4676.96
TG_D_J_20230308,5507.59
TG_D_J_20230309,4673.61
TG_D_J_20230310,4934.22
TG_D_J_20230311,6187.72
TG_D_J_20230312,0.0
TG_D_J_20230313,4045.24
TG_D_J_20230314,6157.14
TG_D_J_20230315,6068.91
TG_D_J_20230316,5033.01
TG_D_J_20230317,4827.22
TG_D_J_20230318,4010.25
TG_D_J_20230319,0.0
TG_D_J_20230320,2749.51
TG_D_J_20230321,2038.73
TG_D_J_20230322,5725.23
TG_D_J_20230323,3092.29
TG_D_J_20230324,4163.04
TG_D_J_20230325,4438.84
TG_D_J_20230326,0.0
TG_D_J_20230327,4714.46
TG_D_J_20230328,4381.9
TG_D_J_20230329,4460.2
TG_D_J_20230330,3146.12
TG_D_J_20230331,3595.81
TG_D_S_20230304,5602.08
TG_D_S_20230305,0.0
TG_D_S_20230306,5834.97
TG_D_S_20230307,5501.23
TG_D_S_20230308,5688.44
TG_D_S_20230309,5890.61
TG_D_S_20230310,5860.14
TG_D_S_20230311,4495.97
TG_D_S_20230312,0.0
TG_D_S_20230313,5867.58
TG_D_S_20230314,6203.24
TG_D_S_20230315,6179.96
TG_D_S_20230316,6438.09
TG_D_S_20230317,6451.97
TG_D_S_20230318,5511.07
TG_D_S_20230319,0.0
TG_D_S_20230320,6318.01
TG_D_S_20230321,5861.41
TG_D_S_20230322,5688.67
TG_D_S_20230323,5957.22
TG_D_S_20230324,6475.31
TG_D_S_20230325,856.27
TG_D_S_20230326,0.0
TG_D_S_20230327,6034.08
TG_D_S_20230328,6630.74
TG_D_S_20230329,6279.62
TG_D_S_20230330,6446.15
TG_D_S_20230331,6380.35
TG_E_J_20230304,6161.72
TG_E_J_20230305,0.0
TG_E_J_20230306,4866.92
TG_E_J_20230307,4928.29
TG_E_J_20230308,1742.53
TG_E_J_20230309,1560.52
TG_E_J_20230310,4397.81
TG_E_J_20230311,4167.97
TG_E_J_20230312,0.0
TG_E_J_20230313,5333.74
TG_E_J_20230314,5587.21
TG_E_J_20230315,4467.61
TG_E_J_20230316,5032.52
TG_E_J_20230317,5714.58
TG_E_J_20230318,4962.73
TG_E_J_20230319,0.0
TG_E_J_20230320,4853.84
TG_E_J_20230321,4993.03
TG_E_J_20230322,1642.08
TG_E_J_20230323,1326.22
TG_E_J_20230324,3426.77
TG_E_J_20230325,4092.82
TG_E_J_20230326,0.0
TG_E_J_20230327,1333.71
TG_E_J_20230328,3826.49
TG_E_J_20230329,4742.08
TG_E_J_20230330,4870.2
TG_E_J_20230331,1468.78
TG_E_S_20230304,1144.29
TG_E_S_20230305,0.0
TG_E_S_20230306,1457.99
TG_E_S_20230307,4623.13
TG_E_S_20230308,4676.92
TG_E_S_20230309,5184.49
TG_E_S_20230310,4743.51
TG_E_S_20230311,4750.8
TG_E_S_20230312,0.0
TG_E_S_20230313,4422.19
TG_E_S_20230314,4643.79
TG_E_S_20230315,4538.49
TG_E_S_20230316,3285.3
TG_E_S_20230317,3934.57
TG_E_S_20230318,3799.4
TG_E_S_20230319,0.0
TG_E_S_20230320,3832.86
TG_E_S_20230321,3943.66
TG_E_S_20230322,3265.32
TG_E_S_20230323,2986.86
TG_E_S_20230324,3392.58
TG_E_S_20230325,2612.46
TG_E_S_20230326,0.0
TG_E_S_20230327,2339.91
TG_E_S_20230328,2177.55
TG_E_S_20230329,1960.0
TG_E_S_20230330,2090.12
TG_E_S_20230331,2268.26
CR_A_J_20230304,0.0
CR_A_J_20230305,0.0
CR_A_J_20230306,1244.38
CR_A_J_20230307,3753.14
CR_A_J_20230308,3714.79
CR_A_J_20230309,3846.55
CR_A_J_20230310,3834.5
CR_A_J_20230311,0.0
CR_A_J_20230312,0.0
CR_A_J_20230313,3793.1
CR_A_J_20230314,3763.99
CR_A_J_20230315,3717.09
CR_A_J_20230316,3718.89
CR_A_J_20230317,3752.29
CR_A_J_20230318,0.0
CR_A_J_20230319,0.0
CR_A_J_20230320,3574.9
CR_A_J_20230321,3771.2
CR_A_J_20230322,3794.12
CR_A_J_20230323,3775.5
CR_A_J_20230324,3683.88
CR_A_J_20230325,6.08
CR_A_J_20230326,0.0
CR_A_J_20230327,3470.61
CR_A_J_20230328,3611.05
CR_A_J_20230329,3605.38
CR_A_J_20230330,3621.43
CR_A_J_20230331,3634.62
CR_B_J_20230304,0.0
CR_B_J_20230305,0.0
CR_B_J_20230306,28.75
CR_B_J_20230307,0.0
CR_B_J_20230308,0.0
CR_B_J_20230309,0.0
CR_B_J_20230310,0.0
CR_B_J_20230311,0.0
CR_B_J_20230312,0.0
CR_B_J_20230313,5.75
CR_B_J_20230314,0.0
CR_B_J_20230315,0.0
CR_B_J_20230316,0.0
CR_B_J_20230317,0.0
CR_B_J_20230318,0.0
CR_B_J_20230319,0.0
CR_B_J_20230320,0.0
CR_B_J_20230321,0.0
CR_B_J_20230322,0.0
CR_B_J_20230323,0.0
CR_B_J_20230324,0.0
CR_B_J_20230325,0.0
CR_B_J_20230326,0.0
CR_B_J_20230327,0.0
CR_B_J_20230328,0.0
CR_B_J_20230329,9.34
CR_B_J_20230330,114.46
CR_B_J_20230331,128.16
CR_C_J_20230304,14.68
CR_C_J_20230305,0.0
CR_C_J_20230306,0.0
CR_C_J_20230307,0.0
CR_C_J_20230308,0.0
CR_C_J_20230309,20.78
CR_C_J_20230310,136.86
CR_C_J_20230311,78.36
CR_C_J_20230312,0.0
CR_C_J_20230313,0.0
CR_C_J_20230314,0.0
CR_C_J_20230315,0.0
CR_C_J_20230316,41.56
CR_C_J_20230317,83.12
CR_C_J_20230318,0.0
CR_C_J_20230319,0.0
CR_C_J_20230320,0.0
CR_C_J_20230321,20.78
CR_C_J_20230322,154.54
CR_C_J_20230323,519.98
CR_C_J_20230324,1585.9
CR_C_J_20230325,261.03
CR_C_J_20230326,0.0
CR_C_J_20230327,274.52
CR_C_J_20230328,1011.49
CR_C_J_20230329,1529.63
CR_C_J_20230330,636.41
CR_C_J_20230331,435.28
CR_D_J_20230304,279.31
CR_D_J_20230305,0.0
CR_D_J_20230306,267.79
CR_D_J_20230307,1912.08
CR_D_J_20230308,1971.67
CR_D_J_20230309,1992.96
CR_D_J_20230310,2006.09
CR_D_J_20230311,1834.25
CR_D_J_20230312,0.0
CR_D_J_20230313,1785.86
CR_D_J_20230314,1978.74
CR_D_J_20230315,1936.65
CR_D_J_20230316,1994.31
CR_D_J_20230317,2037.95
CR_D_J_20230318,375.3
CR_D_J_20230319,0.0
CR_D_J_20230320,2188.95
CR_D_J_20230321,2345.04
CR_D_J_20230322,2329.02
CR_D_J_20230323,2290.88
CR_D_J_20230324,2254.55
CR_D_J_20230325,1759.05
CR_D_J_20230326,0.0
CR_D_J_20230327,461.65
CR_D_J_20230328,205.56
CR_D_J_20230329,1886.69
CR_D_J_20230330,2229.61
CR_D_J_20230331,2212.03
CR_D_S_20230304,2.67
CR_D_S_20230305,8.01
CR_D_S_20230306,0.0
CR_D_S_20230307,0.0
CR_D_S_20230308,13.6
CR_D_S_20230309,16.42
CR_D_S_20230310,0.0
CR_D_S_20230311,0.0
CR_D_S_20230312,0.0
CR_D_S_20230313,0.0
CR_D_S_20230314,0.0
CR_D_S_20230315,0.0
CR_D_S_20230316,0.0
CR_D_S_20230317,0.0
CR_D_S_20230318,0.0
CR_D_S_20230319,0.0
CR_D_S_20230320,0.0
CR_D_S_20230321,0.0
CR_D_S_20230322,0.0
CR_D_S_20230323,0.0
CR_D_S_20230324,0.0
CR_D_S_20230325,0.0
CR_D_S_20230326,0.0
CR_D_S_20230327,0.0
CR_D_S_20230328,0.0
CR_D_S_20230329,0.0
CR_D_S_20230330,0.0
CR_D_S_20230331,0.0
CR_E_J_20230304,83.36
CR_E_J_20230305,0.0
CR_E_J_20230306,2084.1
CR_E_J_20230307,2112.98
CR_E_J_20230308,2227.8
CR_E_J_20230309,1977.87
CR_E_J_20230310,1884.22
CR_E_J_20230311,507.83
CR_E_J_20230312,0.0
CR_E_J_20230313,1749.73
CR_E_J_20230314,1944.28
CR_E_J_20230315,1959.7
CR_E_J_20230316,1907.14
CR_E_J_20230317,1862.9
CR_E_J_20230318,674.74
CR_E_J_20230319,0.0
CR_E_J_20230320,1972.85
CR_E_J_20230321,1985.39
CR_E_J_20230322,1959.73
CR_E_J_20230323,1874.56
CR_E_J_20230324,1999.88
CR_E_J_20230325,20.67
CR_E_J_20230326,0.0
CR_E_J_20230327,2054.48
CR_E_J_20230328,2062.04
CR_E_J_20230329,2156.59
CR_E_J_20230330,2174.21
CR_E_J_20230331,2096.55
CR_E_S_20230304,56.77
CR_E_S_20230305,0.0
CR_E_S_20230306,8.11
CR_E_S_20230307,8.11
CR_E_S_20230308,8.11
CR_E_S_20230309,24.33
CR_E_S_20230310,0.0
CR_E_S_20230311,57.4
CR_E_S_20230312,41.66
CR_E_S_20230313,28.46
CR_E_S_20230314,6.8
CR_E_S_20230315,7.47
CR_E_S_20230316,14.94
CR_E_S_20230317,7.47
CR_E_S_20230318,7.47
CR_E_S_20230319,7.47
CR_E_S_20230320,261.45
CR_E_S_20230321,17.07
CR_E_S_20230322,39.48
CR_E_S_20230323,0.0
CR_E_S_20230324,0.0
CR_E_S_20230325,0.0
CR_E_S_20230326,0.0
CR_E_S_20230327,16.14
CR_E_S_20230328,9.6
CR_E_S_20230329,20.34
CR_E_S_20230330,0.0
CR_E_S_20230331,0.0
CB_A_J_20230304,110.22
CB_A_J_20230305,0.0
CB_A_J_20230306,207.36
CB_A_J_20230307,138.02
CB_A_J_20230308,116.38
CB_A_J_20230309,102.86
CB_A_J_20230310,85.94
CB_A_J_20230311,66.8
CB_A_J_20230312,0.0
CB_A_J_20230313,287.88
CB_A_J_20230314,27.5
CB_A_J_20230315,0.0
CB_A_J_20230316,0.0
CB_A_J_20230317,0.0
CB_A_J_20230318,0.0
CB_A_J_20230319,0.0
CB_A_J_20230320,0.0
CB_A_J_20230321,0.0
CB_A_J_20230322,0.0
CB_A_J_20230323,0.0
CB_A_J_20230324,0.0
CB_A_J_20230325,0.0
CB_A_J_20230326,0.0
CB_A_J_20230327,0.0
CB_A_J_20230328,0.0
CB_A_J_20230329,0.0
CB_A_J_20230330,0.0
CB_A_J_20230331,0.0
CB_A_S_20230304,0.0
CB_A_S_20230305,0.0
CB_A_S_20230306,0.0
CB_A_S_20230307,0.0
CB_A_S_20230308,0.0
CB_A_S_20230309,0.0
CB_A_S_20230310,0.0
CB_A_S_20230311,0.0
CB_A_S_20230312,0.0
CB_A_S_20230313,0.0
CB_A_S_20230314,0.0
CB_A_S_20230315,0.0
CB_A_S_20230316,31.04
CB_A_S_20230317,65.34
CB_A_S_20230318,83.16
CB_A_S_20230319,23.76
CB_A_S_20230320,102.74
CB_A_S_20230321,58.74
CB_A_S_20230322,55.88
CB_A_S_20230323,17.6
CB_A_S_20230324,0.0
CB_A_S_20230325,0.0
CB_A_S_20230326,0.0
CB_A_S_20230327,8.8
CB_A_S_20230328,0.0
CB_A_S_20230329,0.0
CB_A_S_20230330,0.0
CB_A_S_20230331,0.0
CB_D_J_20230304,0.0
CB_D_J_20230305,0.0
CB_D_J_20230306,0.0
CB_D_J_20230307,0.0
CB_D_J_20230308,0.0
CB_D_J_20230309,0.0
CB_D_J_20230310,0.0
CB_D_J_20230311,0.0
CB_D_J_20230312,0.0
CB_D_J_20230313,0.0
CB_D_J_20230314,0.0
CB_D_J_20230315,0.0
CB_D_J_20230316,0.0
CB_D_J_20230317,0.0
CB_D_J_20230318,0.0
CB_D_J_20230319,0.0
CB_D_J_20230320,0.0
CB_D_J_20230321,0.0
CB_D_J_20230322,0.0
CB_D_J_20230323,7.0
CB_D_J_20230324,0.0
CB_D_J_20230325,0.0
CB_D_J_20230326,0.0
CB_D_J_20230327,0.0
CB_D_J_20230328,0.0
CB_D_J_20230329,0.0
CB_D_J_20230330,0.0
CB_D_J_20230331,0.0
CB_E_J_20230304,0.0
CB_E_J_20230305,0.0
CB_E_J_20230306,0.0
CB_E_J_20230307,0.0
CB_E_J_20230308,0.0
CB_E_J_20230309,0.0
CB_E_J_20230310,0.0
CB_E_J_20230311,0.0
CB_E_J_20230312,0.0
CB_E_J_20230313,0.0
CB_E_J_20230314,0.0
CB_E_J_20230315,0.0
CB_E_J_20230316,0.0
CB_E_J_20230317,0.0
CB_E_J_20230318,0.0
CB_E_J_20230319,0.0
CB_E_J_20230320,10.62
CB_E_J_20230321,0.0
CB_E_J_20230322,0.0
CB_E_J_20230323,0.0
CB_E_J_20230324,0.0
CB_E_J_20230325,0.0
CB_E_J_20230326,0.0
CB_E_J_20230327,7.0
CB_E_J_20230328,7.0
CB_E_J_20230329,0.0
CB_E_J_20230330,0.0
CB_E_J_20230331,0.0
RD_A_J_20230304,0.0
RD_A_J_20230305,0.0
RD_A_J_20230306,1368.71
RD_A_J_20230307,2050.24
RD_A_J_20230308,1750.39
RD_A_J_20230309,2182.25
RD_A_J_20230310,2495.28
RD_A_J_20230311,0.0
RD_A_J_20230312,0.0
RD_A_J_20230313,2196.4
RD_A_J_20230314,2516.95
RD_A_J_20230315,2557.53
RD_A_J_20230316,2557.71
RD_A_J_20230317,2540.24
RD_A_J_20230318,0.0
RD_A_J_20230319,0.0
RD_A_J_20230320,2081.8
RD_A_J_20230321,2383.11
RD_A_J_20230322,2322.22
RD_A_J_20230323,2154.62
RD_A_J_20230324,2114.88
RD_A_J_20230325,4.18
RD_A_J_20230326,0.0
RD_A_J_20230327,2377.73
RD_A_J_20230328,2752.31
RD_A_J_20230329,2742.16
RD_A_J_20230330,2709.66
RD_A_J_20230331,1933.88
RD_A_S_20230304,0.0
RD_A_S_20230305,0.0
RD_A_S_20230306,0.0
RD_A_S_20230307,0.0
RD_A_S_20230308,0.0
RD_A_S_20230309,0.0
RD_A_S_20230310,0.0
RD_A_S_20230311,0.0
RD_A_S_20230312,0.0
RD_A_S_20230313,0.0
RD_A_S_20230314,0.0
RD_A_S_20230315,0.0
RD_A_S_20230316,0.0
RD_A_S_20230317,0.0
RD_A_S_20230318,0.0
RD_A_S_20230319,0.0
RD_A_S_20230320,0.0
RD_A_S_20230321,0.0
RD_A_S_20230322,0.0
RD_A_S_20230323,0.0
RD_A_S_20230324,0.0
RD_A_S_20230325,0.0
RD_A_S_20230326,0.0
RD_A_S_20230327,17.6
RD_A_S_20230328,11.88
RD_A_S_20230329,0.0
RD_A_S_20230330,0.0
RD_A_S_20230331,0.0
RD_C_S_20230304,0.0
RD_C_S_20230305,0.0
RD_C_S_20230306,0.0
RD_C_S_20230307,0.0
RD_C_S_20230308,0.0
RD_C_S_20230309,0.0
RD_C_S_20230310,0.0
RD_C_S_20230311,0.0
RD_C_S_20230312,0.0
RD_C_S_20230313,0.0
RD_C_S_20230314,0.0
RD_C_S_20230315,0.0
RD_C_S_20230316,0.0
RD_C_S_20230317,0.0
RD_C_S_20230318,0.0
RD_C_S_20230319,0.0
RD_C_S_20230320,0.0
RD_C_S_20230321,0.0
RD_C_S_20230322,0.0
RD_C_S_20230323,0.0
RD_C_S_20230324,0.0
RD_C_S_20230325,0.0
RD_C_S_20230326,0.0
RD_C_S_20230327,0.0
RD_C_S_20230328,0.0
RD_C_S_20230329,0.0
RD_C_S_20230330,0.0
RD_C_S_20230331,0.0
RD_D_J_20230304,0.0
RD_D_J_20230305,0.0
RD_D_J_20230306,241.5
RD_D_J_20230307,23.0
RD_D_J_20230308,0.0
RD_D_J_20230309,0.0
RD_D_J_20230310,0.0
RD_D_J_20230311,0.0
RD_D_J_20230312,0.0
RD_D_J_20230313,17.25
RD_D_J_20230314,0.0
RD_D_J_20230315,0.0
RD_D_J_20230316,0.0
RD_D_J_20230317,0.0
RD_D_J_20230318,0.0
RD_D_J_20230319,0.0
RD_D_J_20230320,0.0
RD_D_J_20230321,0.0
RD_D_J_20230322,0.0
RD_D_J_20230323,0.0
RD_D_J_20230324,0.0
RD_D_J_20230325,0.0
RD_D_J_20230326,0.0
RD_D_J_20230327,0.0
RD_D_J_20230328,0.0
RD_D_J_20230329,0.0
RD_D_J_20230330,0.0
RD_D_J_20230331,0.0
RD_D_S_20230304,34.3
RD_D_S_20230305,18.3
RD_D_S_20230306,27.25
RD_D_S_20230307,18.45
RD_D_S_20230308,16.94
RD_D_S_20230309,22.54
RD_D_S_20230310,92.99
RD_D_S_20230311,34.48
RD_D_S_20230312,56.05
RD_D_S_20230313,250.22
RD_D_S_20230314,291.95
RD_D_S_20230315,303.75
RD_D_S_20230316,337.85
RD_D_S_20230317,443.29
RD_D_S_20230318,122.82
RD_D_S_20230319,47.3
RD_D_S_20230320,509.12
RD_D_S_20230321,508.23
RD_D_S_20230322,524.59
RD_D_S_20230323,559.07
RD_D_S_20230324,591.58
RD_D_S_20230325,543.44
RD_D_S_20230326,262.99
RD_D_S_20230327,622.21
RD_D_S_20230328,583.21
RD_D_S_20230329,585.3
RD_D_S_20230330,567.03
RD_D_S_20230331,568.96
RD_E_J_20230304,550.11
RD_E_J_20230305,97.3
RD_E_J_20230306,444.82
RD_E_J_20230307,109.42
RD_E_J_20230308,214.7
RD_E_J_20230309,568.62
RD_E_J_20230310,520.22
RD_E_J_20230311,213.82
RD_E_J_20230312,0.0
RD_E_J_20230313,421.17
RD_E_J_20230314,284.77
RD_E_J_20230315,137.45
RD_E_J_20230316,166.54
RD_E_J_20230317,266.6
RD_E_J_20230318,37.19
RD_E_J_20230319,0.0
RD_E_J_20230320,264.09
RD_E_J_20230321,297.67
RD_E_J_20230322,153.51
RD_E_J_20230323,224.22
RD_E_J_20230324,234.69
RD_E_J_20230325,210.18
RD_E_J_20230326,0.0
RD_E_J_20230327,151.13
RD_E_J_20230328,186.02
RD_E_J_20230329,93.42
RD_E_J_20230330,92.26
RD_E_J_20230331,138.17
RD_E_S_20230304,342.85
RD_E_S_20230305,0.0
RD_E_S_20230306,539.97
RD_E_S_20230307,603.58
RD_E_S_20230308,630.33
RD_E_S_20230309,660.58
RD_E_S_20230310,647.8
RD_E_S_20230311,483.82
RD_E_S_20230312,0.0
RD_E_S_20230313,105.34
RD_E_S_20230314,153.65
RD_E_S_20230315,261.18
RD_E_S_20230316,493.88
RD_E_S_20230317,238.36
RD_E_S_20230318,92.03
RD_E_S_20230319,0.0
RD_E_S_20230320,210.67
RD_E_S_20230321,244.61
RD_E_S_20230322,205.1
RD_E_S_20230323,267.92
RD_E_S_20230324,270.65
RD_E_S_20230325,183.24
RD_E_S_20230326,0.0
RD_E_S_20230327,473.66
RD_E_S_20230328,540.17
RD_E_S_20230329,485.47
RD_E_S_20230330,499.15
RD_E_S_20230331,96.68
BC_A_J_20230304,2125.22
BC_A_J_20230305,0.0
BC_A_J_20230306,2372.55
BC_A_J_20230307,2504.06
BC_A_J_20230308,2405.59
BC_A_J_20230309,2634.12
BC_A_J_20230310,3006.23
BC_A_J_20230311,2897.67
BC_A_J_20230312,0.0
BC_A_J_20230313,2473.66
BC_A_J_20230314,2403.49
BC_A_J_20230315,2447.93
BC_A_J_20230316,2464.4
BC_A_J_20230317,2467.01
BC_A_J_20230318,2464.7
BC_A_J_20230319,0.0
BC_A_J_20230320,2375.77
BC_A_J_20230321,2314.94
BC_A_J_20230322,2267.43
BC_A_J_20230323,2290.35
BC_A_J_20230324,2339.56
BC_A_J_20230325,2372.18
BC_A_J_20230326,0.0
BC_A_J_20230327,2588.69
BC_A_J_20230328,2620.98
BC_A_J_20230329,2622.72
BC_A_J_20230330,2564.73
BC_A_J_20230331,2575.21
BC_A_S_20230304,2077.47
BC_A_S_20230305,0.0
BC_A_S_20230306,2307.81
BC_A_S_20230307,2372.99
BC_A_S_20230308,2591.2
BC_A_S_20230309,2846.51
BC_A_S_20230310,2941.77
BC_A_S_20230311,2995.39
BC_A_S_20230312,38.34
BC_A_S_20230313,3321.51
BC_A_S_20230314,3223.94
BC_A_S_20230315,3345.69
BC_A_S_20230316,3319.41
BC_A_S_20230317,3166.73
BC_A_S_20230318,3142.74
BC_A_S_20230319,0.0
BC_A_S_20230320,3310.21
BC_A_S_20230321,3026.84
BC_A_S_20230322,2938.35
BC_A_S_20230323,2865.01
BC_A_S_20230324,2161.88
BC_A_S_20230325,2338.6
BC_A_S_20230326,0.0
BC_A_S_20230327,2869.37
BC_A_S_20230328,2792.36
BC_A_S_20230329,2750.25
BC_A_S_20230330,2686.44
BC_A_S_20230331,1902.93
BC_B_J_20230304,1739.77
BC_B_J_20230305,0.0
BC_B_J_20230306,1139.55
BC_B_J_20230307,694.77
BC_B_J_20230308,598.43
BC_B_J_20230309,543.19
BC_B_J_20230310,143.61
BC_B_J_20230311,217.48
BC_B_J_20230312,0.0
BC_B_J_20230313,553.29
BC_B_J_20230314,382.97
BC_B_J_20230315,1339.85
BC_B_J_20230316,1143.66
BC_B_J_20230317,670.63
BC_B_J_20230318,552.31
BC_B_J_20230319,89.38
BC_B_J_20230320,797.97
BC_B_J_20230321,648.87
BC_B_J_20230322,585.1
BC_B_J_20230323,540.54
BC_B_J_20230324,181.03
BC_B_J_20230325,183.29
BC_B_J_20230326,113.0
BC_B_J_20230327,805.38
BC_B_J_20230328,734.62
BC_B_J_20230329,570.6
BC_B_J_20230330,465.24
BC_B_J_20230331,633.03
BC_B_S_20230304,0.0
BC_B_S_20230305,2.5
BC_B_S_20230306,40.0
BC_B_S_20230307,20.0
BC_B_S_20230308,13.75
BC_B_S_20230309,0.0
BC_B_S_20230310,0.0
BC_B_S_20230311,0.0
BC_B_S_20230312,0.0
BC_B_S_20230313,0.0
BC_B_S_20230314,0.0
BC_B_S_20230315,0.0
BC_B_S_20230316,0.0
BC_B_S_20230317,0.0
BC_B_S_20230318,0.0
BC_B_S_20230319,0.0
BC_B_S_20230320,25.92
BC_B_S_20230321,0.0
BC_B_S_20230322,0.0
BC_B_S_20230323,0.0
BC_B_S_20230324,0.0
BC_B_S_20230325,0.0
BC_B_S_20230326,0.0
BC_B_S_20230327,0.0
BC_B_S_20230328,0.0
BC_B_S_20230329,0.0
BC_B_S_20230330,0.0
BC_B_S_20230331,0.0
BC_C_J_20230304,0.0
BC_C_J_20230305,0.0
BC_C_J_20230306,0.0
BC_C_J_20230307,0.0
BC_C_J_20230308,0.0
BC_C_J_20230309,0.0
BC_C_J_20230310,0.0
BC_C_J_20230311,0.0
BC_C_J_20230312,0.0
BC_C_J_20230313,0.0
BC_C_J_20230314,0.0
